sample_id,example_index,error,emitted_at_utc,dataset_name,dataset_source,stereoset_type,category,protocol,llm_models,model_names,intervention,num_agents,rounds,split,seed,run_id,agent_model_map
sample-3149-792be2517866bc41,3149,Evaluation timed out after 180.0s.,2026-04-09T22:02:40.186715+00:00,StereoSet,StereoSet,intrasentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3150-a321dab804ddaf0e,3150,Evaluation timed out after 180.0s.,2026-04-09T22:02:41.662955+00:00,BBQ,BBQ,none,Race_x_SES,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3151-7264debd6202b226,3151,Evaluation timed out after 180.0s.,2026-04-09T22:02:42.336285+00:00,BBQ,BBQ,none,SES,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3152-088bb4f570ee6c5a,3152,Evaluation timed out after 180.0s.,2026-04-09T22:02:44.448670+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3153-a5251b9e64556eae,3153,Evaluation timed out after 180.0s.,2026-04-09T22:02:46.669247+00:00,StereoSet,StereoSet,intersentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3154-2fc4ec75e85db84b,3154,Evaluation timed out after 180.0s.,2026-04-09T22:02:47.396141+00:00,BBQ,BBQ,none,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3155-152fad257cb72867,3155,Evaluation timed out after 180.0s.,2026-04-09T22:02:51.709228+00:00,BBQ,BBQ,none,Race_x_gender,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3156-bcae8cc67bd15b34,3156,Evaluation timed out after 180.0s.,2026-04-09T22:02:55.753352+00:00,BBQ,BBQ,none,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3157-363671cf3ddd20bf,3157,Evaluation timed out after 180.0s.,2026-04-09T22:02:58.631890+00:00,StereoSet,StereoSet,intersentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3248-061249b750c21d1f,3248,Evaluation timed out after 180.0s.,2026-04-09T22:09:53.175252+00:00,BBQ,BBQ,none,Race_x_gender,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3264-ff18543b50b99f46,3264,Evaluation timed out after 180.0s.,2026-04-09T22:10:35.455401+00:00,BBQ,BBQ,none,Race_x_SES,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3265-21f40a32054291ac,3265,Evaluation timed out after 180.0s.,2026-04-09T22:10:46.481624+00:00,BBQ,BBQ,none,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3267-834fc77c7324654c,3267,Evaluation timed out after 180.0s.,2026-04-09T22:10:52.658549+00:00,StereoSet,StereoSet,intrasentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3268-26be9955d045b9c1,3268,Evaluation timed out after 180.0s.,2026-04-09T22:10:53.528631+00:00,BBQ,BBQ,none,Race_x_gender,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3269-c30558901f84bc91,3269,Evaluation timed out after 180.0s.,2026-04-09T22:10:54.076629+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3270-f824b60017865c95,3270,Evaluation timed out after 180.0s.,2026-04-09T22:10:56.889094+00:00,BBQ,BBQ,none,Religion,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3271-4b01a42986dee6b7,3271,Evaluation timed out after 180.0s.,2026-04-09T22:10:57.714647+00:00,BBQ,BBQ,none,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3272-eec477778922ca4e,3272,Evaluation timed out after 180.0s.,2026-04-09T22:11:02.423609+00:00,BBQ,BBQ,none,Gender_identity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3273-9c6da2ffd62b9730,3273,Evaluation timed out after 180.0s.,2026-04-09T22:11:03.040096+00:00,BBQ,BBQ,none,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3274-e2b6149c015075e4,3274,Evaluation timed out after 180.0s.,2026-04-09T22:11:20.784930+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3276-6cb9e3cc04cf87b5,3276,Evaluation timed out after 180.0s.,2026-04-09T22:12:53.181844+00:00,BBQ,BBQ,none,Race_x_SES,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3277-4337fa57f475297d,3277,Evaluation timed out after 180.0s.,2026-04-09T22:13:35.459427+00:00,BBQ,BBQ,none,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3278-1586fb71106a5942,3278,Evaluation timed out after 180.0s.,2026-04-09T22:13:46.491460+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3279-8e8031722ee12af1,3279,Evaluation timed out after 180.0s.,2026-04-09T22:13:52.668458+00:00,BBQ,BBQ,none,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3280-391301354f8dbf89,3280,Evaluation timed out after 180.0s.,2026-04-09T22:13:53.532917+00:00,BBQ,BBQ,none,Race_x_gender,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3281-681ba81c54dfcf4a,3281,Evaluation timed out after 180.0s.,2026-04-09T22:13:54.080226+00:00,BBQ,BBQ,none,Race_x_gender,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3282-b8c980a3669b8b9b,3282,Evaluation timed out after 180.0s.,2026-04-09T22:13:56.894509+00:00,StereoSet,StereoSet,intersentence,Race_ethnicity,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3283-730c9f1affdaae09,3283,Evaluation timed out after 180.0s.,2026-04-09T22:13:57.720025+00:00,BBQ,BBQ,none,Race_x_gender,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3284-89c0f378de0c954b,3284,Evaluation timed out after 180.0s.,2026-04-09T22:14:02.430400+00:00,StereoSet,StereoSet,intrasentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3285-2533cd3c1cbb3dba,3285,Evaluation timed out after 180.0s.,2026-04-09T22:14:03.043837+00:00,StereoSet,StereoSet,intersentence,Profession,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3286-5f89dab782049233,3286,Evaluation timed out after 180.0s.,2026-04-09T22:14:20.805655+00:00,BBQ,BBQ,none,Race_x_gender,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3287-60296df1bd0625de,3287,Evaluation timed out after 180.0s.,2026-04-09T22:15:24.839362+00:00,BBQ,BBQ,none,Race_x_gender,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3288-44575c4293f68cb0,3288,Evaluation timed out after 180.0s.,2026-04-09T22:15:53.186852+00:00,BBQ,BBQ,none,Race_x_gender,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3729-902d75a4bb6d6971,3729,Evaluation timed out after 180.0s.,2026-04-09T22:42:04.471999+00:00,BBQ,BBQ,none,SES,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
sample-3736-e09edf26870b8b5b,3736,Evaluation timed out after 180.0s.,2026-04-09T22:42:30.596970+00:00,BBQ,BBQ,none,Race_x_SES,cooperative,"Agent_Llama-3.1-8B-Instruct:openai/meta-llama/Llama-3.1-8B-Instruct, Agent_DeepSeek-R1-Distill-Llama-8B:openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B","openai/meta-llama/Llama-3.1-8B-Instruct, openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B",mem0g,2,4,dev,unknown,33f8098ade494579879dfd8688b2ac83,"{""Agent_DeepSeek-R1-Distill-Llama-8B"": ""openai/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"", ""Agent_Llama-3.1-8B-Instruct"": ""openai/meta-llama/Llama-3.1-8B-Instruct""}"
